exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
33,47,Part Time,no,no,no,yes,male,no,12,no,6.85646,Finance,Sales_Workers,south
21,50,Part Time,no,yes,yes,yes,male,no,12,no,6.82979,Construction,Clerical_and_kindred,NA
22,50,Part Time,no,yes,yes,yes,male,no,12,no,6.90575,Trade,Clerical_and_kindred,NA
23,49,Full Time,no,yes,yes,yes,male,no,12,no,6.90776,Transportation,Clerical_and_kindred,NA
24,50,Full Time,no,yes,yes,yes,male,no,12,no,7.04752,Transportation,Clerical_and_kindred,NA
25,52,Full Time,no,yes,yes,yes,male,no,12,no,7.20786,Transportation,Clerical_and_kindred,NA
26,50,Full Time,no,yes,yes,yes,male,no,12,no,6.94986,Transportation,Clerical_and_kindred,NA
27,50,Full Time,no,yes,yes,yes,male,no,12,no,7.40853,Transportation,Clerical_and_kindred,NA
3,50,Full Time,no,no,yes,yes,male,no,15,no,6.49224,Transportation,Clerical_and_kindred,NA
4,49,Full Time,no,no,no,yes,male,no,15,no,6.65929,Trade,Clerical_and_kindred,NA
5,52,Part Time,no,no,no,yes,male,no,15,no,6.65673,Business_and_Repair_Service,Operatives_and_kindred,NA
6,50,Full Time,no,no,no,yes,male,no,15,no,6.80239,Transportation,Sales_Workers,NA
7,50,Part Time,no,no,no,yes,male,no,15,no,7.08171,Transportation,Clerical_and_kindred,NA
8,50,Full Time,no,no,no,yes,male,no,15,no,7.15929,Transportation,Sales_Workers,NA
9,48,Part Time,no,no,no,yes,male,no,15,no,7.2724,Transportation,"Managers, Officials_and_Proprietors",NA
22,49,Part Time,yes,yes,yes,yes,male,no,7,no,6.49224,Entertainment,Clerical_and_kindred,NA
23,48,Part Time,yes,yes,yes,yes,male,no,7,no,6.54391,Transportation,Clerical_and_kindred,NA
24,49,Part Time,yes,yes,yes,yes,male,no,7,no,6.50728,Trade,Operatives_and_kindred,south
25,50,Full Time,yes,yes,yes,yes,male,no,7,no,6.71538,Trade,"Craftsmen, Foremen_and_kindred",south
26,49,Full Time,yes,yes,yes,yes,male,no,7,no,6.73934,Trade,Laborers_and_farmers,south
27,50,Full Time,yes,yes,yes,yes,male,no,7,no,6.89264,Trade,Clerical_and_kindred,south
28,49,Full Time,yes,yes,yes,yes,male,no,7,no,6.95177,Trade,Clerical_and_kindred,south
30,52,Full Time,yes,yes,yes,yes,male,yes,10,no,6.36303,Trade,Clerical_and_kindred,south
31,50,Full Time,yes,yes,yes,yes,male,yes,10,no,6.40523,Trade,Clerical_and_kindred,south
32,50,Full Time,yes,yes,yes,yes,male,yes,10,no,6.41346,Trade,Laborers_and_farmers,south
33,50,Part Time,yes,yes,yes,yes,male,yes,10,no,6.42162,Manufacturing,Operatives_and_kindred,south
34,49,Full Time,yes,yes,yes,yes,male,yes,10,no,6.43775,Finance,Clerical_and_kindred,nothern_central
35,48,Part Time,yes,yes,yes,yes,male,yes,10,no,6.62007,Finance,Clerical_and_kindred,nothern_central
36,48,Full Time,yes,yes,yes,yes,male,yes,10,no,6.68461,Finance,Clerical_and_kindred,nothern_central
26,48,Part Time,yes,no,yes,yes,male,yes,11,no,6.37161,Finance,"Managers, Officials_and_Proprietors",nothern_central
27,48,Part Time,yes,no,yes,yes,male,yes,11,no,6.41673,Finance,"Managers, Officials_and_Proprietors",nothern_central
28,48,Part Time,yes,no,yes,yes,male,yes,11,no,6.39693,Finance,Clerical_and_kindred,nothern_central
29,45,Part Time,yes,no,yes,yes,male,yes,11,no,6.55108,Finance,"Managers, Officials_and_Proprietors",nothern_central
30,47,Full Time,yes,no,yes,yes,male,yes,11,no,6.90776,Professional_and_Related Service,Service_Workers,south
31,48,Full Time,yes,no,yes,yes,male,yes,11,no,6.80239,Professional_and_Related Service,Service_Workers,south
32,47,Full Time,yes,no,yes,yes,male,yes,11,no,6.90776,Public_Administration,Laborers_and_farmers,south
20,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.43775,Transportation,"Craftsmen, Foremen_and_kindred",south
21,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.43775,Public_Administration,"Craftsmen, Foremen_and_kindred",south
22,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.33683,Transportation,"Craftsmen, Foremen_and_kindred",south
23,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.37673,Public_Administration,"Craftsmen, Foremen_and_kindred",south
24,50,Part Time,yes,no,yes,yes,male,yes,12,yes,6.39359,Transportation,"Craftsmen, Foremen_and_kindred",south
25,50,Full Time,yes,no,yes,yes,male,yes,12,yes,6.71538,Mining,Operatives_and_kindred,south
26,51,Part Time,yes,no,yes,yes,male,yes,12,yes,6.54391,Mining,Laborers_and_farmers,south
29,43,Full Time,yes,no,yes,no,male,yes,12,yes,6.80239,Construction,Operatives_and_kindred,south
30,42,Part Time,yes,no,yes,yes,male,yes,12,yes,6.90575,Mining,Operatives_and_kindred,south
31,46,Part Time,yes,no,yes,yes,male,yes,12,yes,6.96602,Manufacturing,Laborers_and_farmers,south
32,45,Part Time,yes,no,yes,yes,male,yes,12,yes,6.95655,Manufacturing,Operatives_and_kindred,south
33,46,Part Time,yes,no,yes,yes,male,yes,12,yes,7.09008,Transportation,Operatives_and_kindred,south
34,41,Full Time,yes,no,yes,yes,male,yes,12,yes,7.1309,Manufacturing,Operatives_and_kindred,south
35,43,Full Time,yes,no,yes,yes,male,yes,12,yes,6.9613,Construction,Operatives_and_kindred,south
27,51,Full Time,no,no,yes,yes,male,yes,12,no,5.78383,Manufacturing,Operatives_and_kindred,south
28,49,Full Time,no,no,yes,yes,male,yes,12,no,6.12249,Construction,Operatives_and_kindred,south
29,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.10925,Trade,Operatives_and_kindred,south
30,50,Full Time,no,no,yes,yes,male,yes,12,no,6.10925,Manufacturing,Clerical_and_kindred,south
31,45,Full Time,yes,no,yes,yes,male,yes,12,no,6.16331,Construction,Operatives_and_kindred,south
32,50,Part Time,yes,no,yes,yes,male,yes,12,no,6.19236,Construction,"Craftsmen, Foremen_and_kindred",south
33,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.49677,Personal_Service,"Craftsmen, Foremen_and_kindred",south
10,47,Part Time,yes,no,yes,yes,male,yes,12,no,6.60665,Trade,Laborers_and_farmers,NA
11,52,Full Time,yes,no,yes,yes,male,yes,12,no,6.7334,Trade,Operatives_and_kindred,NA
12,50,Part Time,yes,no,yes,yes,male,yes,12,no,6.79122,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
13,49,Part Time,no,no,yes,yes,male,yes,12,no,6.84588,Trade,Operatives_and_kindred,NA
14,51,Part Time,yes,no,yes,yes,male,yes,12,no,6.95559,Manufacturing,Operatives_and_kindred,NA
15,50,Part Time,yes,no,yes,yes,male,yes,12,no,7.12287,Trade,Operatives_and_kindred,NA
16,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.16549,Trade,Operatives_and_kindred,NA
17,49,Full Time,no,yes,yes,yes,male,no,14,no,6.90575,Trade,Operatives_and_kindred,NA
18,49,Full Time,no,yes,yes,yes,male,no,14,no,6.90575,Construction,Laborers_and_farmers,NA
19,49,Full Time,no,yes,yes,yes,male,no,14,no,7.26193,Construction,Laborers_and_farmers,NA
20,49,Full Time,no,yes,yes,yes,male,no,14,no,7.27932,Construction,"Craftsmen, Foremen_and_kindred",NA
21,50,Full Time,no,yes,yes,yes,male,no,14,no,7.39326,Construction,"Craftsmen, Foremen_and_kindred",NA
22,49,Full Time,no,yes,yes,yes,male,no,14,no,7.35947,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
23,49,Part Time,no,yes,no,yes,male,no,14,no,7.86327,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
6,46,Full Time,yes,yes,yes,yes,male,no,17,no,6.56526,Public_Administration,"Managers, Officials_and_Proprietors",NA
7,49,Part Time,yes,yes,yes,yes,male,no,17,no,6.55108,Construction,Laborers_and_farmers,NA
8,52,Full Time,yes,yes,yes,yes,male,no,17,no,6.63332,Business_and_Repair_Service,Operatives_and_kindred,NA
9,49,Part Time,yes,yes,yes,yes,male,no,17,no,6.61607,Manufacturing,Operatives_and_kindred,rural_area
10,49,Part Time,yes,yes,yes,yes,male,no,17,no,6.80461,Mining,Operatives_and_kindred,rural_area
11,50,Part Time,yes,yes,yes,yes,male,no,17,no,6.90776,Public_Administration,Operatives_and_kindred,NA
12,51,Part Time,yes,yes,yes,yes,male,no,17,no,7.18539,Public_Administration,Operatives_and_kindred,NA
34,44,Full Time,no,yes,yes,yes,male,no,14,no,6.80239,Public_Administration,Operatives_and_kindred,NA
35,45,Full Time,no,yes,yes,yes,male,no,14,no,6.90575,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
36,44,Full Time,no,yes,yes,yes,male,no,14,no,7.09008,Public_Administration,Operatives_and_kindred,NA
37,46,Full Time,no,yes,yes,yes,male,no,14,no,7.1309,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
38,45,Full Time,no,yes,yes,yes,male,no,14,no,7.24423,Manufacturing,"Professional, Technical_and_kindred",south
39,43,Full Time,no,yes,yes,yes,male,no,14,no,7.31322,Manufacturing,"Professional, Technical_and_kindred",south
40,43,Full Time,no,yes,yes,yes,male,no,14,no,7.31322,Trade,Sales_Workers,south
21,39,Part Time,yes,yes,yes,yes,male,yes,14,no,6.90575,Trade,Sales_Workers,south
22,52,Full Time,yes,no,yes,yes,male,yes,14,no,6.90575,Trade,"Managers, Officials_and_Proprietors",south
23,52,Part Time,yes,no,yes,no,male,yes,14,no,7.11151,Trade,"Managers, Officials_and_Proprietors",south
24,48,Full Time,yes,no,yes,no,male,yes,14,no,7.2717,Trade,"Managers, Officials_and_Proprietors",south
25,52,Part Time,yes,no,yes,no,male,yes,14,no,7.33889,Manufacturing,Operatives_and_kindred,south
26,50,Part Time,yes,no,yes,no,male,yes,14,no,7.34601,Manufacturing,Clerical_and_kindred,south
27,50,Part Time,yes,no,yes,no,male,yes,14,no,7.59287,Manufacturing,Laborers_and_farmers,south
30,48,Part Time,yes,yes,yes,yes,male,no,11,no,6.74759,Manufacturing,Laborers_and_farmers,south
31,47,Full Time,yes,yes,yes,yes,male,no,11,no,6.84268,Manufacturing,Laborers_and_farmers,south
32,46,Full Time,yes,yes,yes,yes,male,no,11,no,6.93731,Manufacturing,Laborers_and_farmers,south
33,47,Full Time,yes,yes,yes,yes,male,no,11,no,7.03878,Manufacturing,Laborers_and_farmers,south
34,47,Full Time,yes,yes,yes,yes,male,no,11,no,7.1309,Manufacturing,Clerical_and_kindred,south
35,47,Full Time,yes,yes,yes,yes,male,no,11,no,7.22621,Trade,Operatives_and_kindred,south
36,46,Full Time,yes,yes,yes,yes,male,no,11,no,7.32317,Agricultural,Laborers_and_farmers,south
35,52,Full Time,yes,yes,yes,yes,male,yes,9,no,6.29527,Construction,Operatives_and_kindred,south
36,51,Part Time,yes,yes,yes,yes,male,yes,9,no,6.45047,Trade,Sales_Workers,south
37,51,Full Time,no,yes,yes,yes,male,no,9,no,6.39192,Trade,Operatives_and_kindred,south
38,48,Part Time,no,yes,yes,yes,male,no,9,no,6.57786,Trade,Operatives_and_kindred,south
39,48,Full Time,no,yes,yes,yes,male,no,9,no,6.56103,Trade,Operatives_and_kindred,south
40,48,Part Time,no,yes,no,yes,male,no,9,no,6.59715,Trade,Clerical_and_kindred,south
41,47,Part Time,no,yes,no,yes,male,no,9,no,6.65673,Trade,Service_Workers,south
17,48,Part Time,no,yes,yes,yes,male,no,16,no,6.35957,Trade,Service_Workers,south
18,50,Part Time,no,yes,yes,yes,male,no,16,no,6.39693,Business_and_Repair_Service,Service_Workers,south
19,50,Full Time,no,yes,yes,yes,male,no,16,no,6.47697,Professional_and_Related Service,Service_Workers,south
20,49,Full Time,no,yes,yes,yes,male,no,16,no,6.08677,Professional_and_Related Service,Service_Workers,south
21,45,Full Time,no,yes,yes,yes,male,no,16,no,6.65929,Public_Administration,Service_Workers,south
22,51,Full Time,no,yes,yes,yes,male,no,16,no,6.79122,Transportation,Operatives_and_kindred,south
23,25,Full Time,no,yes,yes,yes,male,no,16,no,6.84055,Transportation,Operatives_and_kindred,south
15,48,Full Time,yes,no,no,yes,male,yes,12,no,6.44413,Trade,Clerical_and_kindred,south
16,44,Full Time,yes,no,no,yes,male,yes,12,no,6.56808,Trade,Clerical_and_kindred,south
17,48,Part Time,yes,no,no,yes,male,yes,12,no,6.63463,Trade,"Managers, Officials_and_Proprietors",south
18,46,Full Time,yes,no,no,yes,male,yes,12,no,6.7334,Trade,Clerical_and_kindred,south
19,48,Part Time,yes,no,no,yes,male,yes,12,no,6.83411,Trade,"Managers, Officials_and_Proprietors",south
20,48,Full Time,yes,no,no,yes,male,yes,12,no,6.93537,Trade,Sales_Workers,south
21,46,Part Time,yes,no,no,yes,male,yes,12,no,7.01661,Business_and_Repair_Service,Clerical_and_kindred,south
3,49,Part Time,yes,yes,no,yes,male,no,12,yes,6.21461,Transportation,Clerical_and_kindred,south
4,50,Part Time,yes,yes,no,yes,male,no,12,yes,6.21461,Trade,"Managers, Officials_and_Proprietors",south
5,50,Part Time,yes,yes,no,yes,male,no,12,yes,6.41346,Trade,"Managers, Officials_and_Proprietors",south
6,50,Full Time,yes,yes,no,yes,male,no,12,yes,6.50728,Trade,Service_Workers,south
7,50,Full Time,yes,yes,no,yes,male,no,12,yes,6.69703,Trade,"Managers, Officials_and_Proprietors",south
8,50,Full Time,yes,yes,no,yes,male,no,12,yes,6.69703,Trade,"Managers, Officials_and_Proprietors",south
9,50,Full Time,yes,yes,no,yes,male,no,12,yes,6.77422,Trade,Service_Workers,south
32,48,Full Time,yes,no,no,yes,male,yes,7,no,6.05912,Trade,"Managers, Officials_and_Proprietors",south
33,49,Full Time,yes,no,no,yes,male,yes,7,no,6.11147,Trade,"Managers, Officials_and_Proprietors",south
34,31,Full Time,yes,no,no,yes,male,yes,7,no,6.27288,Manufacturing,Operatives_and_kindred,south
35,48,Part Time,yes,no,no,yes,male,yes,7,no,6.31173,Transportation,"Craftsmen, Foremen_and_kindred",south
36,44,Full Time,yes,no,no,yes,male,yes,7,no,6.41836,Manufacturing,Service_Workers,nothern_central
37,45,Part Time,yes,no,no,yes,male,yes,7,no,6.57925,Transportation,"Craftsmen, Foremen_and_kindred",nothern_central
38,50,Full Time,yes,no,no,yes,male,yes,7,no,6.66058,Transportation,"Craftsmen, Foremen_and_kindred",nothern_central
10,45,Part Time,yes,no,no,yes,male,no,12,no,6.05209,Transportation,"Professional, Technical_and_kindred",nothern_central
11,47,Part Time,yes,no,no,yes,male,no,12,no,6.10925,Transportation,"Craftsmen, Foremen_and_kindred",south
12,48,Part Time,yes,no,no,no,male,no,12,no,6.21461,Transportation,"Professional, Technical_and_kindred",south
13,49,Part Time,yes,no,no,no,male,no,12,no,6.30992,Agricultural,Farm_Laborers_and_Foreman,NA
14,45,Full Time,yes,no,no,no,male,no,12,no,6.55108,Manufacturing,Operatives_and_kindred,NA
15,50,Full Time,yes,no,no,yes,male,no,12,no,6.55108,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
16,52,Full Time,yes,no,no,yes,male,no,12,no,6.62007,Agricultural,Laborers_and_farmers,NA
3,49,Full Time,no,yes,yes,no,male,no,17,no,6.77992,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
4,51,Full Time,no,yes,yes,no,male,no,17,no,6.86693,Manufacturing,Operatives_and_kindred,NA
5,50,Full Time,no,yes,yes,no,male,no,17,no,6.8977,Manufacturing,Operatives_and_kindred,NA
6,50,Full Time,no,yes,yes,yes,male,no,17,no,6.96885,Manufacturing,Operatives_and_kindred,NA
7,50,Part Time,no,yes,yes,yes,male,no,17,no,7.05876,Transportation,Operatives_and_kindred,nothern_central
8,51,Full Time,no,yes,yes,yes,male,no,17,no,7.1309,Manufacturing,Operatives_and_kindred,nothern_central
9,49,Part Time,no,yes,yes,yes,male,no,17,no,6.98472,Manufacturing,Operatives_and_kindred,nothern_central
13,49,Full Time,no,no,yes,yes,male,no,16,no,6.53669,Manufacturing,Operatives_and_kindred,nothern_central
14,48,Part Time,no,no,yes,yes,male,no,16,no,6.65929,Manufacturing,Service_Workers,nothern_central
15,49,Part Time,no,no,yes,yes,male,no,16,no,6.79122,Trade,Laborers_and_farmers,nothern_central
16,46,Part Time,no,no,yes,yes,male,no,16,no,6.88755,Manufacturing,Operatives_and_kindred,nothern_central
17,47,Part Time,no,no,yes,yes,male,no,16,no,6.98472,Manufacturing,Operatives_and_kindred,nothern_central
18,48,Full Time,no,no,yes,yes,male,no,16,no,7.09008,Manufacturing,"Craftsmen, Foremen_and_kindred",south
19,47,Full Time,no,no,yes,yes,male,no,16,no,7.24423,Manufacturing,"Craftsmen, Foremen_and_kindred",south
31,42,Full Time,yes,no,yes,yes,male,yes,6,yes,6.38012,Public_Administration,"Professional, Technical_and_kindred",south
32,48,Full Time,yes,no,yes,yes,male,yes,6,yes,6.46147,Manufacturing,"Professional, Technical_and_kindred",NA
33,48,Full Time,yes,no,yes,yes,male,yes,6,yes,6.54822,Manufacturing,"Professional, Technical_and_kindred",NA
34,47,Full Time,yes,no,yes,yes,male,yes,6,yes,6.6733,Public_Administration,"Professional, Technical_and_kindred",NA
35,47,Full Time,yes,no,yes,yes,male,yes,6,yes,6.77194,Public_Administration,"Professional, Technical_and_kindred",NA
36,39,Part Time,yes,no,yes,yes,male,yes,6,yes,6.89467,Manufacturing,"Professional, Technical_and_kindred",NA
37,47,Full Time,yes,no,yes,yes,male,yes,6,yes,6.95655,Construction,"Craftsmen, Foremen_and_kindred",south
13,28,Part Time,yes,no,yes,yes,male,yes,10,no,6.50877,Construction,Laborers_and_farmers,south
14,50,Full Time,yes,no,yes,yes,male,yes,10,no,6.60259,Construction,Laborers_and_farmers,south
15,48,Part Time,yes,no,yes,yes,male,yes,10,no,6.69332,Construction,"Craftsmen, Foremen_and_kindred",NA
16,49,Part Time,yes,no,yes,yes,male,yes,10,no,6.75344,Construction,"Craftsmen, Foremen_and_kindred",NA
17,46,Part Time,yes,no,yes,yes,male,yes,10,no,6.80128,Construction,"Craftsmen, Foremen_and_kindred",NA
18,33,Part Time,no,no,yes,yes,male,yes,10,no,6.95559,Construction,"Craftsmen, Foremen_and_kindred",NA
19,51,Full Time,yes,no,yes,yes,male,yes,10,no,7.03351,Construction,"Craftsmen, Foremen_and_kindred",NA
7,49,Full Time,yes,no,yes,no,male,yes,12,no,6.58617,Manufacturing,"Managers, Officials_and_Proprietors",south
8,42,Full Time,yes,no,yes,no,male,yes,12,no,6.68586,Manufacturing,Sales_Workers,south
9,28,Full Time,yes,no,yes,no,male,no,12,no,6.78559,Manufacturing,Sales_Workers,south
10,38,Full Time,yes,no,yes,no,male,yes,12,no,6.7334,Manufacturing,Clerical_and_kindred,south
11,48,Full Time,no,no,yes,no,male,no,12,no,7.6009,Manufacturing,Clerical_and_kindred,south
12,39,Full Time,yes,no,yes,yes,male,no,12,no,7.18311,Manufacturing,"Professional, Technical_and_kindred",south
13,44,Part Time,no,no,yes,yes,male,no,12,no,7.49554,Manufacturing,"Professional, Technical_and_kindred",south
16,50,Full Time,no,no,yes,yes,male,no,16,no,6.90575,Manufacturing,"Managers, Officials_and_Proprietors",south
17,48,Part Time,no,no,yes,yes,male,no,16,no,6.90575,Construction,Clerical_and_kindred,NA
18,51,Full Time,no,no,yes,yes,male,no,16,no,6.90776,Transportation,"Craftsmen, Foremen_and_kindred",NA
19,50,Part Time,no,no,yes,yes,male,no,16,no,7.1309,Transportation,"Professional, Technical_and_kindred",NA
20,49,Part Time,no,no,yes,yes,male,no,16,no,7.20786,Manufacturing,"Professional, Technical_and_kindred",NA
21,52,Part Time,no,no,yes,yes,male,no,16,no,7.44659,Manufacturing,Clerical_and_kindred,NA
22,51,Part Time,no,no,yes,yes,male,no,16,no,7.46737,Manufacturing,"Professional, Technical_and_kindred",NA
21,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.90575,Manufacturing,Operatives_and_kindred,NA
22,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.90575,Manufacturing,Clerical_and_kindred,NA
23,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.16627,Transportation,"Professional, Technical_and_kindred",south
24,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.1309,Transportation,Clerical_and_kindred,south
25,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.37776,Transportation,"Professional, Technical_and_kindred",south
26,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.40853,Transportation,"Professional, Technical_and_kindred",south
27,50,Full Time,yes,no,yes,yes,male,yes,12,no,7.47591,Finance,"Managers, Officials_and_Proprietors",south
15,50,Part Time,yes,no,yes,yes,male,yes,12,no,6.55108,Finance,"Managers, Officials_and_Proprietors",south
16,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.68461,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",south
17,46,Part Time,yes,no,yes,yes,male,yes,12,no,6.80239,Manufacturing,"Professional, Technical_and_kindred",south
18,41,Full Time,yes,no,yes,yes,male,yes,12,no,6.82437,Manufacturing,Operatives_and_kindred,nothern_central
19,49,Part Time,yes,no,yes,yes,male,yes,12,no,6.93245,Manufacturing,Operatives_and_kindred,nothern_central
20,49,Part Time,yes,no,yes,yes,male,yes,12,no,7.00307,Manufacturing,Operatives_and_kindred,nothern_central
21,49,Part Time,yes,no,yes,yes,male,yes,12,no,7.05186,Manufacturing,Operatives_and_kindred,nothern_central
5,48,Part Time,no,yes,yes,yes,male,no,16,no,6.90575,Manufacturing,Operatives_and_kindred,nothern_central
6,49,Full Time,no,yes,yes,yes,male,no,16,no,6.90575,Manufacturing,Operatives_and_kindred,nothern_central
